 time            time            v(in_delay)     v(mid1_delay)   v(mid2_delay)   v(out_delay)   
 9.30589161e-08  9.30589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.30689161e-08  9.30689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.30789161e-08  9.30789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.30889161e-08  9.30889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.30989161e-08  9.30989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31089161e-08  9.31089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31189161e-08  9.31189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31289161e-08  9.31289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31389161e-08  9.31389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31489161e-08  9.31489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31589161e-08  9.31589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31689161e-08  9.31689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31789161e-08  9.31789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31889161e-08  9.31889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.31989161e-08  9.31989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32089161e-08  9.32089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32189161e-08  9.32189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32289161e-08  9.32289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32389161e-08  9.32389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32489161e-08  9.32489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32589161e-08  9.32589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32689161e-08  9.32689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32789161e-08  9.32789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32889161e-08  9.32889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.32989161e-08  9.32989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33089161e-08  9.33089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33189161e-08  9.33189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33289161e-08  9.33289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33389161e-08  9.33389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33489161e-08  9.33489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33589161e-08  9.33589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33689161e-08  9.33689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33789161e-08  9.33789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33889161e-08  9.33889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.33989161e-08  9.33989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34089161e-08  9.34089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34189161e-08  9.34189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34289161e-08  9.34289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34389161e-08  9.34389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34489161e-08  9.34489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34589161e-08  9.34589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34689161e-08  9.34689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34789161e-08  9.34789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34889161e-08  9.34889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.34989161e-08  9.34989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35089161e-08  9.35089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35189161e-08  9.35189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35289161e-08  9.35289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35389161e-08  9.35389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35489161e-08  9.35489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35589161e-08  9.35589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35689161e-08  9.35689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35789161e-08  9.35789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35889161e-08  9.35889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.35989161e-08  9.35989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36089161e-08  9.36089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36189161e-08  9.36189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36289161e-08  9.36289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36389161e-08  9.36389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36489161e-08  9.36489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36589161e-08  9.36589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36689161e-08  9.36689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36789161e-08  9.36789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36889161e-08  9.36889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.36989161e-08  9.36989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37089161e-08  9.37089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37189161e-08  9.37189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37289161e-08  9.37289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37389161e-08  9.37389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37489161e-08  9.37489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37589161e-08  9.37589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37689161e-08  9.37689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37789161e-08  9.37789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37889161e-08  9.37889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.37989161e-08  9.37989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38089161e-08  9.38089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38189161e-08  9.38189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38289161e-08  9.38289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38389161e-08  9.38389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38489161e-08  9.38489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38589161e-08  9.38589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38689161e-08  9.38689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38789161e-08  9.38789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38889161e-08  9.38889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.38989161e-08  9.38989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39089161e-08  9.39089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39189161e-08  9.39189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39289161e-08  9.39289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39389161e-08  9.39389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39489161e-08  9.39489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39589161e-08  9.39589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39689161e-08  9.39689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39789161e-08  9.39789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39889161e-08  9.39889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.39989161e-08  9.39989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40089161e-08  9.40089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40189161e-08  9.40189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40289161e-08  9.40289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40389161e-08  9.40389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40489161e-08  9.40489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40589161e-08  9.40589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40689161e-08  9.40689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40789161e-08  9.40789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40889161e-08  9.40889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.40989161e-08  9.40989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41089161e-08  9.41089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41189161e-08  9.41189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41289161e-08  9.41289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41389161e-08  9.41389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41489161e-08  9.41489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41589161e-08  9.41589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41689161e-08  9.41689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41789161e-08  9.41789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41889161e-08  9.41889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.41989161e-08  9.41989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42089161e-08  9.42089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42189161e-08  9.42189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42289161e-08  9.42289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42389161e-08  9.42389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42489161e-08  9.42489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42589161e-08  9.42589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42689161e-08  9.42689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42789161e-08  9.42789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42889161e-08  9.42889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.42989161e-08  9.42989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43089161e-08  9.43089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43189161e-08  9.43189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43289161e-08  9.43289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43389161e-08  9.43389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43489161e-08  9.43489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43589161e-08  9.43589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43689161e-08  9.43689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43789161e-08  9.43789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43889161e-08  9.43889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.43989161e-08  9.43989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44089161e-08  9.44089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44189161e-08  9.44189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44289161e-08  9.44289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44389161e-08  9.44389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44489161e-08  9.44489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44589161e-08  9.44589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44689161e-08  9.44689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44789161e-08  9.44789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44889161e-08  9.44889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.44989161e-08  9.44989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45089161e-08  9.45089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45189161e-08  9.45189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45289161e-08  9.45289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45389161e-08  9.45389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45489161e-08  9.45489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45589161e-08  9.45589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45689161e-08  9.45689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45789161e-08  9.45789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45889161e-08  9.45889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.45989161e-08  9.45989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46089161e-08  9.46089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46189161e-08  9.46189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46289161e-08  9.46289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46389161e-08  9.46389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46489161e-08  9.46489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46589161e-08  9.46589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46689161e-08  9.46689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46789161e-08  9.46789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46889161e-08  9.46889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.46989161e-08  9.46989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47089161e-08  9.47089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47189161e-08  9.47189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47289161e-08  9.47289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47389161e-08  9.47389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47489161e-08  9.47489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47589161e-08  9.47589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47689161e-08  9.47689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47789161e-08  9.47789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47889161e-08  9.47889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.47989161e-08  9.47989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48089161e-08  9.48089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48189161e-08  9.48189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48289161e-08  9.48289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48389161e-08  9.48389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48489161e-08  9.48489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48589161e-08  9.48589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48689161e-08  9.48689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48789161e-08  9.48789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48889161e-08  9.48889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.48989161e-08  9.48989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49089161e-08  9.49089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49189161e-08  9.49189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49289161e-08  9.49289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49389161e-08  9.49389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49489161e-08  9.49489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49589161e-08  9.49589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49689161e-08  9.49689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49789161e-08  9.49789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49889161e-08  9.49889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.49989161e-08  9.49989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50089161e-08  9.50089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50189161e-08  9.50189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50289161e-08  9.50289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50389161e-08  9.50389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50489161e-08  9.50489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50589161e-08  9.50589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50689161e-08  9.50689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50789161e-08  9.50789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50889161e-08  9.50889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.50989161e-08  9.50989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51089161e-08  9.51089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51189161e-08  9.51189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51289161e-08  9.51289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51389161e-08  9.51389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51489161e-08  9.51489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51589161e-08  9.51589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51689161e-08  9.51689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51789161e-08  9.51789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51889161e-08  9.51889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.51989161e-08  9.51989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52089161e-08  9.52089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52189161e-08  9.52189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52289161e-08  9.52289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52389161e-08  9.52389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52489161e-08  9.52489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52589161e-08  9.52589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52689161e-08  9.52689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52789161e-08  9.52789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52889161e-08  9.52889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.52989161e-08  9.52989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53089161e-08  9.53089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53189161e-08  9.53189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53289161e-08  9.53289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53389161e-08  9.53389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53489161e-08  9.53489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53589161e-08  9.53589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53689161e-08  9.53689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53789161e-08  9.53789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53889161e-08  9.53889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.53989161e-08  9.53989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54089161e-08  9.54089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54189161e-08  9.54189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54289161e-08  9.54289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54389161e-08  9.54389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54489161e-08  9.54489161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54589161e-08  9.54589161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54689161e-08  9.54689161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54789161e-08  9.54789161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54889161e-08  9.54889161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.54989161e-08  9.54989161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.55089161e-08  9.55089161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.55189161e-08  9.55189161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.55289161e-08  9.55289161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
 9.55389161e-08  9.55389161e-08  0.00000000e+00  1.19997738e+00  9.96099884e-05  1.19997999e+00 
