 time            time            v(in_inv)       v(out_inv)      i(Vdd_inv)     
 4.03403321e-08  4.03403321e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03433534e-08  4.03433534e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03464674e-08  4.03464674e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03496801e-08  4.03496801e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03529969e-08  4.03529969e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03564240e-08  4.03564240e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03599676e-08  4.03599676e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03636344e-08  4.03636344e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03674315e-08  4.03674315e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03713663e-08  4.03713663e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03754463e-08  4.03754463e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03796795e-08  4.03796795e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03840743e-08  4.03840743e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03886392e-08  4.03886392e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03933830e-08  4.03933830e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.03983150e-08  4.03983150e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04034444e-08  4.04034444e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04087809e-08  4.04087809e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04143343e-08  4.04143343e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04201145e-08  4.04201145e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04261321e-08  4.04261321e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04323978e-08  4.04323978e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04389227e-08  4.04389227e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04457189e-08  4.04457189e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04527992e-08  4.04527992e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04601776e-08  4.04601776e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04678700e-08  4.04678700e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04758944e-08  4.04758944e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04842718e-08  4.04842718e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.04930276e-08  4.04930276e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05021922e-08  4.05021922e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05118039e-08  4.05118039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05218039e-08  4.05218039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05318039e-08  4.05318039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05418039e-08  4.05418039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05518039e-08  4.05518039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05618039e-08  4.05618039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05718039e-08  4.05718039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05818039e-08  4.05818039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.05918039e-08  4.05918039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06018039e-08  4.06018039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06118039e-08  4.06118039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06218039e-08  4.06218039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06318039e-08  4.06318039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06418039e-08  4.06418039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06518039e-08  4.06518039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06618039e-08  4.06618039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06718039e-08  4.06718039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06818039e-08  4.06818039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.06918039e-08  4.06918039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07018039e-08  4.07018039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07118039e-08  4.07118039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07218039e-08  4.07218039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07318039e-08  4.07318039e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07415412e-08  4.07415412e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07510480e-08  4.07510480e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07603290e-08  4.07603290e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07694073e-08  4.07694073e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07782961e-08  4.07782961e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07870115e-08  4.07870115e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.07955672e-08  4.07955672e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08039774e-08  4.08039774e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08122554e-08  4.08122554e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08204147e-08  4.08204147e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08284683e-08  4.08284683e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08364298e-08  4.08364298e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08443126e-08  4.08443126e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08521308e-08  4.08521308e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08598992e-08  4.08598992e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08676335e-08  4.08676335e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08753508e-08  4.08753508e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08830698e-08  4.08830698e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08908120e-08  4.08908120e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.08986020e-08  4.08986020e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09064690e-08  4.09064690e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09144491e-08  4.09144491e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09225880e-08  4.09225880e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09309466e-08  4.09309466e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09396104e-08  4.09396104e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09487091e-08  4.09487091e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09584611e-08  4.09584611e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09684611e-08  4.09684611e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09784611e-08  4.09784611e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09884611e-08  4.09884611e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.09984611e-08  4.09984611e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000000e-08  4.10000000e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000004e-08  4.10000004e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000011e-08  4.10000011e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000026e-08  4.10000026e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000055e-08  4.10000055e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000115e-08  4.10000115e-08  1.20000000e+00  9.22753460e-05 -3.91213718e-06 
 4.10000233e-08  4.10000233e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000470e-08  4.10000470e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10000943e-08  4.10000943e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10001704e-08  4.10001704e-08  1.20000000e+00  9.22753459e-05 -3.91213717e-06 
 4.10002566e-08  4.10002566e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10003489e-08  4.10003489e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10004444e-08  4.10004444e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10005432e-08  4.10005432e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10006456e-08  4.10006456e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10007526e-08  4.10007526e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10008645e-08  4.10008645e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10009822e-08  4.10009822e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10011061e-08  4.10011061e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10012370e-08  4.10012370e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10013757e-08  4.10013757e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10015230e-08  4.10015230e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10016800e-08  4.10016800e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10018481e-08  4.10018481e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10020289e-08  4.10020289e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10022243e-08  4.10022243e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10024366e-08  4.10024366e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10026690e-08  4.10026690e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10029254e-08  4.10029254e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10032106e-08  4.10032106e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10035316e-08  4.10035316e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10038976e-08  4.10038976e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10043217e-08  4.10043217e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10048234e-08  4.10048234e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10054327e-08  4.10054327e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10061994e-08  4.10061994e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10072129e-08  4.10072129e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10086550e-08  4.10086550e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10109729e-08  4.10109729e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10156085e-08  4.10156085e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10248798e-08  4.10248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10348798e-08  4.10348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10448798e-08  4.10448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10548798e-08  4.10548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10648798e-08  4.10648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10748798e-08  4.10748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10848798e-08  4.10848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.10948798e-08  4.10948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11048798e-08  4.11048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11148798e-08  4.11148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11248798e-08  4.11248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11348798e-08  4.11348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11448798e-08  4.11448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11548798e-08  4.11548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11648798e-08  4.11648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11748798e-08  4.11748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11848798e-08  4.11848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.11948798e-08  4.11948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12048798e-08  4.12048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12148798e-08  4.12148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12248798e-08  4.12248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12348798e-08  4.12348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12448798e-08  4.12448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12548798e-08  4.12548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12648798e-08  4.12648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12748798e-08  4.12748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12848798e-08  4.12848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.12948798e-08  4.12948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13048798e-08  4.13048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13148798e-08  4.13148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13248798e-08  4.13248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13348798e-08  4.13348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13448798e-08  4.13448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13548798e-08  4.13548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13648798e-08  4.13648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13748798e-08  4.13748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13848798e-08  4.13848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.13948798e-08  4.13948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14048798e-08  4.14048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14148798e-08  4.14148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14248798e-08  4.14248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14348798e-08  4.14348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14448798e-08  4.14448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14548798e-08  4.14548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14648798e-08  4.14648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14748798e-08  4.14748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14848798e-08  4.14848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.14948798e-08  4.14948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15048798e-08  4.15048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15148798e-08  4.15148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15248798e-08  4.15248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15348798e-08  4.15348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15448798e-08  4.15448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15548798e-08  4.15548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15648798e-08  4.15648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15748798e-08  4.15748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15848798e-08  4.15848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.15948798e-08  4.15948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16048798e-08  4.16048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16148798e-08  4.16148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16248798e-08  4.16248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16348798e-08  4.16348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16448798e-08  4.16448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16548798e-08  4.16548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16648798e-08  4.16648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16748798e-08  4.16748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16848798e-08  4.16848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.16948798e-08  4.16948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17048798e-08  4.17048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17148798e-08  4.17148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17248798e-08  4.17248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17348798e-08  4.17348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17448798e-08  4.17448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17548798e-08  4.17548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17648798e-08  4.17648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17748798e-08  4.17748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17848798e-08  4.17848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.17948798e-08  4.17948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18048798e-08  4.18048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18148798e-08  4.18148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18248798e-08  4.18248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18348798e-08  4.18348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18448798e-08  4.18448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18548798e-08  4.18548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18648798e-08  4.18648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18748798e-08  4.18748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18848798e-08  4.18848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.18948798e-08  4.18948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19048798e-08  4.19048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19148798e-08  4.19148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19248798e-08  4.19248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19348798e-08  4.19348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19448798e-08  4.19448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19548798e-08  4.19548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19648798e-08  4.19648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19748798e-08  4.19748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19848798e-08  4.19848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.19948798e-08  4.19948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20048798e-08  4.20048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20148798e-08  4.20148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20248798e-08  4.20248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20348798e-08  4.20348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20448798e-08  4.20448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20548798e-08  4.20548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20648798e-08  4.20648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20748798e-08  4.20748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20848798e-08  4.20848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.20948798e-08  4.20948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21048798e-08  4.21048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21148798e-08  4.21148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21248798e-08  4.21248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21348798e-08  4.21348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21448798e-08  4.21448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21548798e-08  4.21548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21648798e-08  4.21648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21748798e-08  4.21748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21848798e-08  4.21848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.21948798e-08  4.21948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22048798e-08  4.22048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22148798e-08  4.22148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22248798e-08  4.22248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22348798e-08  4.22348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22448798e-08  4.22448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22548798e-08  4.22548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22648798e-08  4.22648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22748798e-08  4.22748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22848798e-08  4.22848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.22948798e-08  4.22948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23048798e-08  4.23048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23148798e-08  4.23148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23248798e-08  4.23248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23348798e-08  4.23348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23448798e-08  4.23448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23548798e-08  4.23548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23648798e-08  4.23648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23748798e-08  4.23748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23848798e-08  4.23848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.23948798e-08  4.23948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24048798e-08  4.24048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24148798e-08  4.24148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24248798e-08  4.24248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24348798e-08  4.24348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24448798e-08  4.24448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24548798e-08  4.24548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24648798e-08  4.24648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24748798e-08  4.24748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24848798e-08  4.24848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.24948798e-08  4.24948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25048798e-08  4.25048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25148798e-08  4.25148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25248798e-08  4.25248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25348798e-08  4.25348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25448798e-08  4.25448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25548798e-08  4.25548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25648798e-08  4.25648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25748798e-08  4.25748798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25848798e-08  4.25848798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.25948798e-08  4.25948798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26048798e-08  4.26048798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26148798e-08  4.26148798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26248798e-08  4.26248798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26348798e-08  4.26348798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26448798e-08  4.26448798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26548798e-08  4.26548798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 4.26648798e-08  4.26648798e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
